"시설명","지점명","날짜","시간","PM10단위","PM10기준치","PM10측정값","PM10측정기","PM10D/L","CO2단위","CO2기준치","CO2측정값","CO2측정기","CO2D/L","CO단위","CO기준치","CO측정값","CO측정기","COD/L","NO2단위","NO2기준치","NO2측정값","NO2측정기","NO2D/L"
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-16","","㎍/㎥","150","84","정상","","ppm","1000","601","정상","","ppm","10","0.6","정상","","ppm","0.05","0.033","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-16","","㎍/㎥","150","87","정상","","ppm","1000","662","정상","","ppm","10","0.7","정상","","ppm","0.05","0.031","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-15","","㎍/㎥","150","163","정상","","ppm","1000","690","정상","","ppm","10","2.1","정상","","ppm","0.05","0.059","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-15","","㎍/㎥","150","91","정상","","ppm","1000","731","정상","","ppm","10","1.4","정상","","ppm","0.05","0.059","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-15","","㎍/㎥","150","74","정상","","ppm","1000","638","정상","","ppm","10","1.6","정상","","ppm","0.05","0.078","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-15","","㎍/㎥","150","139","정상","","ppm","1000","713","정상","","ppm","10","1.4","정상","","ppm","0.05","0.066","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-09","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.052","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-09","","㎍/㎥","150","0","정상","","ppm","1000","582","정상","","ppm","10","0.9","정상","","ppm","0.05","0.05","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-09","","㎍/㎥","150","47","정상","","ppm","1000","592","정상","","ppm","10","0.9","정상","","ppm","0.05","0.038","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-09","","㎍/㎥","150","44","정상","","ppm","1000","596","정상","","ppm","10","0.9","정상","","ppm","0.05","0.051","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-08","","㎍/㎥","150","0","정상","","ppm","1000","527","정상","","ppm","10","0.6","정상","","ppm","0.05","0.03","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-08","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.038","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-08","","㎍/㎥","150","51","정상","","ppm","1000","561","정상","","ppm","10","0.6","정상","","ppm","0.05","0.027","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-08","","㎍/㎥","150","27","정상","","ppm","1000","447","정상","","ppm","10","0.8","정상","","ppm","0.05","0.042","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-07","","㎍/㎥","150","0","정상","","ppm","1000","600","정상","","ppm","10","1.1","정상","","ppm","0.05","0.038","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-07","","㎍/㎥","150","56","정상","","ppm","1000","587","정상","","ppm","10","0.9","정상","","ppm","0.05","0.032","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-07","","㎍/㎥","150","63","정상","","ppm","1000","586","정상","","ppm","10","1","정상","","ppm","0.05","0.043","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-07","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.045","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-06","","㎍/㎥","150","0","정상","","ppm","1000","621","정상","","ppm","10","0.8","정상","","ppm","0.05","0.041","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-06","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.04","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-06","","㎍/㎥","150","48","정상","","ppm","1000","578","정상","","ppm","10","0.8","정상","","ppm","0.05","0.033","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-06","","㎍/㎥","150","45","정상","","ppm","1000","599","정상","","ppm","10","0.8","정상","","ppm","0.05","0.042","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-05","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.036","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-05","","㎍/㎥","150","48","정상","","ppm","1000","570","정상","","ppm","10","0.7","정상","","ppm","0.05","0.036","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-05","","㎍/㎥","150","34","정상","","ppm","1000","541","정상","","ppm","10","0.5","정상","","ppm","0.05","0.028","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-05","","㎍/㎥","150","0","정상","","ppm","1000","535","정상","","ppm","10","0.4","정상","","ppm","0.05","0.028","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-04","","㎍/㎥","150","49","정상","","ppm","1000","579","정상","","ppm","10","0.6","정상","","ppm","0.05","0.028","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-04","","㎍/㎥","150","44","정상","","ppm","1000","535","정상","","ppm","10","0.8","정상","","ppm","0.05","0.038","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-04","","㎍/㎥","150","0","정상","","ppm","1000","574","정상","","ppm","10","0.6","정상","","ppm","0.05","0.027","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-04","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.036","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-03","","㎍/㎥","150","22","정상","","ppm","1000","497","정상","","ppm","10","0.8","정상","","ppm","0.05","0.045","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-03","","㎍/㎥","150","0","정상","","ppm","1000","606","정상","","ppm","10","1","정상","","ppm","0.05","0.044","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-03","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.045","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-03","","㎍/㎥","150","48","정상","","ppm","1000","562","정상","","ppm","10","0.8","정상","","ppm","0.05","0.035","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-02","","㎍/㎥","150","0","정상","","ppm","1000","616","정상","","ppm","10","0.9","정상","","ppm","0.05","0.047","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-02","","㎍/㎥","150","22","정상","","ppm","1000","530","정상","","ppm","10","0.9","정상","","ppm","0.05","0.051","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-02","","㎍/㎥","150","42","정상","","ppm","1000","582","정상","","ppm","10","0.9","정상","","ppm","0.05","0.036","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-02","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.049","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-12-01","","㎍/㎥","150","44","정상","","ppm","1000","572","정상","","ppm","10","0.7","정상","","ppm","0.05","0.034","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-12-01","","㎍/㎥","150","28","정상","","ppm","1000","531","정상","","ppm","10","0.8","정상","","ppm","0.05","0.047","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-12-01","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.045","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-12-01","","㎍/㎥","150","0","정상","","ppm","1000","551","정상","","ppm","10","0.6","정상","","ppm","0.05","0.039","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-30","","㎍/㎥","150","24","정상","","ppm","1000","475","정상","","ppm","10","0.7","정상","","ppm","0.05","0.039","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-30","","㎍/㎥","150","0","정상","","ppm","1000","568","정상","","ppm","10","0.4","정상","","ppm","0.05","0.025","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-30","","㎍/㎥","150","38","정상","","ppm","1000","535","정상","","ppm","10","0.5","정상","","ppm","0.05","0.029","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-30","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.036","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-29","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.042","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-29","","㎍/㎥","150","0","정상","","ppm","1000","594","정상","","ppm","10","1.5","정상","","ppm","0.05","0.03","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-29","","㎍/㎥","150","58","정상","","ppm","1000","588","정상","","ppm","10","1.7","정상","","ppm","0.05","0.042","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-29","","㎍/㎥","150","57","정상","","ppm","1000","585","정상","","ppm","10","1.4","정상","","ppm","0.05","0.028","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-28","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.065","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-28","","㎍/㎥","150","63","정상","","ppm","1000","646","정상","","ppm","10","1.3","정상","","ppm","0.05","0.034","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-28","","㎍/㎥","150","0","정상","","ppm","1000","644","정상","","ppm","10","1.2","정상","","ppm","0.05","0.059","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-28","","㎍/㎥","150","62","정상","","ppm","1000","688","정상","","ppm","10","1.4","정상","","ppm","0.05","0.064","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-16","","㎍/㎥","150","68","정상","","ppm","1000","562","정상","","ppm","10","0.7","정상","","ppm","0.05","0.024","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-16","","㎍/㎥","150","0","정상","","ppm","1000","1","정상","","ppm","10","0.1","정상","","ppm","0.05","0.042","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-16","","㎍/㎥","150","0","정상","","ppm","1000","529","정상","","ppm","10","0.5","정상","","ppm","0.05","0.032","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-15","","㎍/㎥","150","58","정상","","ppm","1000","553","정상","","ppm","10","0.5","정상","","ppm","0.05","0.028","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-15","","㎍/㎥","150","0","정상","","ppm","1000","377","정상","","ppm","10","1.3","정상","","ppm","0.05","0.036","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-15","","㎍/㎥","150","0","정상","","ppm","1000","513","정상","","ppm","10","0.4","정상","","ppm","0.05","0.025","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-14","","㎍/㎥","150","0","정상","","ppm","1000","470","정상","","ppm","10","0.7","정상","","ppm","0.05","0.035","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-14","","㎍/㎥","150","0","정상","","ppm","1000","499","정상","","ppm","10","0.5","정상","","ppm","0.05","0.023","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-14","","㎍/㎥","150","62","정상","","ppm","1000","547","정상","","ppm","10","0.7","정상","","ppm","0.05","0.031","정상",""
"서울역지하철 [지자체]","지하철서울역대합실","2017-11-11","","㎍/㎥","150","0","정상","","ppm","1000","460","정상","","ppm","10","0.5","정상","","ppm","0.05","0.032","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-11","","㎍/㎥","150","0","정상","","ppm","1000","507","정상","","ppm","10","0.3","정상","","ppm","0.05","0.022","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-11","","㎍/㎥","150","24","정상","","ppm","1000","536","정상","","ppm","10","0.6","정상","","ppm","0.05","0.03","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-11","","㎍/㎥","150","47","정상","","ppm","1000","551","정상","","ppm","10","0.4","정상","","ppm","0.05","0.026","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-10","","㎍/㎥","150","0","정상","","ppm","1000","547","정상","","ppm","10","0.7","정상","","ppm","0.05","0.038","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-10","","㎍/㎥","150","58","정상","","ppm","1000","369","정상","","ppm","10","3.4","정상","","ppm","0.05","0.011","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-10","","㎍/㎥","150","32","정상","","ppm","1000","550","정상","","ppm","10","0.9","정상","","ppm","0.05","0.046","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-07","","㎍/㎥","150","0","정상","","ppm","1000","345","정상","","ppm","10","1.1","정상","","ppm","0.05","0.034","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-07","","㎍/㎥","150","48","정상","","ppm","1000","607","정상","","ppm","10","1","정상","","ppm","0.05","0.015","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-07","","㎍/㎥","150","38","정상","","ppm","1000","539","정상","","ppm","10","0.9","정상","","ppm","0.05","0.056","정상",""
"서울시청역 [지자체]","서울시청대합실","2017-11-06","","㎍/㎥","150","0","정상","","ppm","1000","516","정상","","ppm","10","0.7","정상","","ppm","0.05","0.051","정상",""
"서울충무로역 [지자체]","충무로역대합실","2017-11-06","","㎍/㎥","150","44","정상","","ppm","1000","599","정상","","ppm","10","0.9","정상","","ppm","0.05","0.014","정상",""
"서울동대문역사문화공원역 [지자체]","역사문화공원역대합실","2017-11-06","","㎍/㎥","150","38","정상","","ppm","1000","470","정상","","ppm","10","0.8","정상","","ppm","0.05","0.046","정상",""
